TICKER,OFTIC,ANALYS,FPI,MEASURE,VALUE,FPEDATS,ANNDATS,ACTUAL,ANNDATS_ACT
WMT,WMT,113251,7,EPS,0.33,2020/7/31,2020/4/29,0.52,2020/8/18
WMT,WMT,113415,7,EPS,0.3833,2020/7/31,2020/4/30,0.52,2020/8/18
WMT,WMT,120210,7,EPS,0.4007,2020/7/31,2020/5/4,0.52,2020/8/18
WMT,WMT,113156,7,EPS,0.4167,2020/7/31,2020/5/11,0.52,2020/8/18
WMT,WMT,143894,7,EPS,0.4033,2020/7/31,2020/5/12,0.52,2020/8/18
WMT,WMT,80702,7,EPS,0.4367,2020/7/31,2020/5/13,0.52,2020/8/18
WMT,WMT,7891,7,EPS,0.4433,2020/7/31,2020/5/13,0.52,2020/8/18
WMT,WMT,127023,7,EPS,0.42,2020/7/31,2020/5/13,0.52,2020/8/18
WMT,WMT,107677,7,EPS,0.4467,2020/7/31,2020/5/15,0.52,2020/8/18
WMT,WMT,82287,7,EPS,0.4767,2020/7/31,2020/5/15,0.52,2020/8/18
WMT,WMT,113156,7,EPS,0.3833,2020/7/31,2020/5/15,0.52,2020/8/18
WMT,WMT,160532,7,EPS,0.35,2020/7/31,2020/5/15,0.52,2020/8/18
WMT,WMT,183603,7,EPS,0.42,2020/7/31,2020/5/15,0.52,2020/8/18
WMT,WMT,187554,7,EPS,0.4333,2020/7/31,2020/5/15,0.52,2020/8/18
WMT,WMT,75676,7,EPS,0.4133,2020/7/31,2020/5/18,0.52,2020/8/18
WMT,WMT,56168,7,EPS,0.4,2020/7/31,2020/5/18,0.52,2020/8/18
WMT,WMT,107677,8,EPS,0.44,2020/7/31,2019/11/14,0.52,2020/8/18
WMT,WMT,113156,8,EPS,0.4367,2020/7/31,2019/11/14,0.52,2020/8/18
WMT,WMT,59339,8,EPS,0.4567,2020/7/31,2019/11/14,0.52,2020/8/18
WMT,WMT,127023,8,EPS,0.44,2020/7/31,2019/11/14,0.52,2020/8/18
WMT,WMT,119883,8,EPS,0.45,2020/7/31,2019/11/14,0.52,2020/8/18
WMT,WMT,108441,8,EPS,0.4367,2020/7/31,2019/11/14,0.52,2020/8/18
WMT,WMT,113415,8,EPS,0.4367,2020/7/31,2019/11/14,0.52,2020/8/18
WMT,WMT,183603,8,EPS,0.4567,2020/7/31,2019/11/15,0.52,2020/8/18
WMT,WMT,190834,8,EPS,0.44,2020/7/31,2019/11/14,0.52,2020/8/18
WMT,WMT,48177,8,EPS,0.44,2020/7/31,2019/11/21,0.52,2020/8/18
WMT,WMT,113251,8,EPS,0.4567,2020/7/31,2019/12/30,0.52,2020/8/18
WMT,WMT,113156,8,EPS,0.44,2020/7/31,2020/2/10,0.52,2020/8/18
WMT,WMT,82287,8,EPS,0.4533,2020/7/31,2020/2/11,0.52,2020/8/18
WMT,WMT,113251,8,EPS,0.4533,2020/7/31,2020/2/11,0.52,2020/8/18
WMT,WMT,122956,8,EPS,0.4433,2020/7/31,2020/2/11,0.52,2020/8/18
WMT,WMT,110432,8,EPS,0.4233,2020/7/31,2020/2/12,0.52,2020/8/18
WMT,WMT,110432,8,EPS,0.4467,2020/7/31,2020/2/12,0.52,2020/8/18
WMT,WMT,183603,8,EPS,0.45,2020/7/31,2020/2/13,0.52,2020/8/18
WMT,WMT,56168,8,EPS,0.44,2020/7/31,2020/2/14,0.52,2020/8/18
